delivery_partner_id,sla_breach,Churned,partner_name,Action
DP00173,0.6666666666666666,0.7777777777777778,Manoj O,No action needed
DP00174,0.4444444444444444,0.6666666666666666,Priya H,No action needed
DP00175,0.7142857142857143,0.5714285714285714,Meena N,No action needed
DP00176,0.75,0.75,Santosh N,No action needed
DP00177,0.0,0.5,Vikas O,No action needed
DP00178,0.6363636363636364,0.6363636363636364,Ravi C,No action needed
DP00179,0.625,0.875,Ravi I,No action needed
DP00180,0.5454545454545454,0.8181818181818182,Ananya P,No action needed
DP00181,0.4,0.9,Ravi I,No action needed
DP00182,0.6,1.0,Shreya A,No action needed
DP00183,0.5882352941176471,0.5882352941176471,Divya P,No action needed
DP00184,0.6363636363636364,0.8181818181818182,Divya R,No action needed
DP00185,0.7272727272727273,0.8181818181818182,Nikhil U,No action needed
DP00186,0.4444444444444444,0.8888888888888888,Ananya B,No action needed
DP00187,0.4166666666666667,0.5833333333333334,Manoj U,No action needed
DP00188,0.75,0.875,Priya J,No action needed
DP00189,0.6153846153846154,0.7692307692307693,Nikhil F,No action needed
DP00190,0.8333333333333334,0.3333333333333333,Divya X,No action needed
DP00191,0.625,0.875,Arjun W,No action needed
DP00192,0.8333333333333334,0.5,Rahul A,No action needed
DP00193,0.6,0.7,Divya P,No action needed
DP00194,1.0,0.8,Deepak Q,Urgent review and SLA renegotiation
DP00195,0.5833333333333334,0.5833333333333334,Neha M,No action needed
DP00196,0.6666666666666666,0.6666666666666666,Santosh Z,No action needed
DP00197,0.45454545454545453,0.5454545454545454,Priya S,No action needed
DP00198,0.5555555555555556,0.7777777777777778,Divya W,No action needed
DP00199,0.5294117647058824,0.9411764705882353,Meena X,No action needed
DP00200,0.6666666666666666,0.8888888888888888,Santosh P,No action needed
DP00201,0.625,0.875,Vikas P,No action needed
DP00202,0.14285714285714285,0.5714285714285714,Ananya S,No action needed
DP00203,0.45454545454545453,0.7272727272727273,Meena G,No action needed
DP00204,0.625,0.5,Meena V,No action needed
DP00205,0.5714285714285714,0.5714285714285714,Arjun Y,No action needed
DP00206,0.4375,0.75,Ravi D,No action needed
DP00207,0.8333333333333334,0.6666666666666666,Deepak E,No action needed
DP00208,0.7272727272727273,0.6363636363636364,Rahul C,No action needed
DP00209,0.6363636363636364,0.8181818181818182,Divya X,No action needed
DP00210,0.7777777777777778,0.6666666666666666,Manoj T,No action needed
DP00211,0.6666666666666666,0.8888888888888888,Suresh S,No action needed
DP00212,0.6875,0.75,Kiran E,No action needed
DP00213,0.16666666666666666,1.0,Neha F,No action needed
DP00214,0.625,0.75,Rahul P,No action needed
DP00215,0.5,0.75,Pooja C,No action needed
DP00216,0.4,1.0,Divya U,No action needed
DP00217,0.7142857142857143,0.42857142857142855,Priya U,No action needed
DP00218,0.5555555555555556,0.7777777777777778,Kiran Z,No action needed
DP00219,0.5,0.8333333333333334,Priya F,No action needed
DP00220,0.5,0.5,Santosh A,No action needed
DP00221,0.6923076923076923,0.6923076923076923,Neha K,No action needed
DP00222,0.625,0.875,Meena T,No action needed
DP00223,0.5,0.75,Neha G,No action needed
DP00224,0.6666666666666666,0.8333333333333334,Rahul T,No action needed
DP00225,0.5714285714285714,0.7142857142857143,Manoj Y,No action needed
DP00226,0.7777777777777778,0.4444444444444444,Ravi M,No action needed
DP00227,0.5833333333333334,0.5833333333333334,Rakesh U,No action needed
DP00228,0.5384615384615384,0.8461538461538461,Ravi D,No action needed
DP00229,0.5833333333333334,1.0,Rahul O,No action needed
DP00230,0.6923076923076923,0.6153846153846154,Rakesh L,No action needed
DP00231,0.6666666666666666,1.0,Neha N,No action needed
DP00232,0.8,0.6,Deepak F,No action needed
DP00233,0.5454545454545454,0.7272727272727273,Sneha U,No action needed
DP00234,0.7333333333333333,0.6,Manoj Y,No action needed
DP00235,0.75,0.75,Nikhil S,No action needed
DP00236,1.0,0.8571428571428571,Shreya G,Urgent review and SLA renegotiation
DP00237,0.625,0.875,Pooja E,No action needed
DP00238,0.6666666666666666,0.6666666666666666,Suresh J,No action needed
DP00239,0.25,0.75,Amit O,No action needed
DP00240,0.5,0.6,Divya T,No action needed
DP00241,0.3333333333333333,0.8888888888888888,Rahul Q,No action needed
DP00242,0.9090909090909091,0.45454545454545453,Nikhil P,No action needed
DP00243,0.625,0.625,Rakesh H,No action needed
DP00244,0.5,0.8333333333333334,Meena N,No action needed
DP00245,0.5454545454545454,0.5454545454545454,Shreya J,No action needed
DP00246,0.6428571428571429,0.7857142857142857,Deepak O,No action needed
DP00247,0.8,0.2,Santosh P,No action needed
DP00248,0.5454545454545454,0.6363636363636364,Suresh S,No action needed
DP00249,0.5,0.8333333333333334,Sneha T,No action needed
DP00250,0.8333333333333334,0.8333333333333334,Pooja D,No action needed
DP00251,0.6363636363636364,0.6363636363636364,Santosh N,No action needed
DP00252,1.0,0.7142857142857143,Deepak M,SLA renegotiation
DP00253,0.5454545454545454,0.7272727272727273,Nikhil Y,No action needed
DP00254,0.6363636363636364,0.8181818181818182,Suresh F,No action needed
DP00255,0.5,0.7,Priya X,No action needed
DP00256,0.5,0.5,Nikhil E,No action needed
DP00257,0.5454545454545454,0.7272727272727273,Rakesh N,No action needed
DP00258,0.8571428571428571,0.5714285714285714,Shreya C,No action needed
DP00259,0.75,0.625,Deepak T,No action needed
DP00260,0.6666666666666666,0.6666666666666666,Rakesh G,No action needed
DP00261,0.75,0.75,Rakesh F,No action needed
DP00262,0.25,0.875,Shreya O,No action needed
DP00263,0.6666666666666666,0.8,Neha B,No action needed
DP00264,0.6666666666666666,0.7777777777777778,Rakesh Q,No action needed
DP00265,0.6,0.7,Deepak A,No action needed
DP00266,0.75,0.875,Ananya T,No action needed
DP00267,0.4,1.0,Santosh N,No action needed
DP00268,0.7692307692307693,0.7692307692307693,Pooja H,No action needed
DP00269,0.6428571428571429,0.9285714285714286,Arjun E,No action needed
DP00270,0.6923076923076923,0.7692307692307693,Deepak F,No action needed
DP00271,0.7272727272727273,0.9090909090909091,Suresh C,No action needed
DP00272,0.2727272727272727,0.9090909090909091,Ananya A,No action needed
DP00273,0.5,0.5,Priya V,No action needed
DP00274,0.625,0.875,Sneha A,No action needed
DP00275,0.625,0.625,Kiran K,No action needed
DP00276,0.6,0.6,Shreya B,No action needed
DP00277,0.8,0.6,Pooja Z,No action needed
DP00278,0.6,0.8,Kiran F,No action needed
DP00279,1.0,0.5714285714285714,Priya M,Monitor closely
DP00280,0.625,0.625,Santosh F,No action needed
DP00281,0.4444444444444444,0.7777777777777778,Santosh M,No action needed
DP00282,0.625,0.625,Suresh K,No action needed
DP00283,0.5454545454545454,0.7272727272727273,Priya Q,No action needed
DP00284,0.75,0.5833333333333334,Nikhil L,No action needed
DP00285,0.8,0.8,Neha M,No action needed
DP00286,0.7,0.8,Ananya R,No action needed
DP00287,0.6666666666666666,0.8888888888888888,Ananya D,No action needed
DP00288,0.75,0.625,Suresh X,No action needed
DP00289,0.8,0.7333333333333333,Rahul O,No action needed
DP00290,0.7,0.7,Kiran K,No action needed
DP00291,0.45454545454545453,0.9090909090909091,Sneha M,No action needed
DP00292,0.625,0.875,Shreya H,No action needed
DP00293,0.8888888888888888,0.7777777777777778,Arjun I,No action needed
DP00294,0.4444444444444444,0.7777777777777778,Shreya K,No action needed
DP00295,0.7692307692307693,0.8461538461538461,Vikas I,No action needed
DP00296,0.625,0.75,Pooja E,No action needed
DP00297,0.8,0.8,Neha B,No action needed
DP00298,1.0,0.625,Vikas B,SLA renegotiation
DP00299,0.625,0.875,Rakesh O,No action needed
DP00300,0.5714285714285714,0.42857142857142855,Meena W,No action needed
DP00301,0.5454545454545454,0.7272727272727273,Pooja B,No action needed
DP00302,0.5714285714285714,0.7142857142857143,Vikas P,No action needed
DP00303,0.42857142857142855,1.0,Manoj M,No action needed
DP00304,0.2222222222222222,0.7777777777777778,Arjun S,No action needed
DP00305,0.6666666666666666,0.7777777777777778,Vikas X,No action needed
DP00306,0.6666666666666666,0.6666666666666666,Meena V,No action needed
DP00307,0.5,0.75,Santosh R,No action needed
DP00308,0.2,1.0,Pooja U,No action needed
DP00309,0.7272727272727273,0.5454545454545454,Sneha R,No action needed
DP00310,0.75,0.75,Kiran K,No action needed
DP00311,0.6666666666666666,0.7777777777777778,Arjun O,No action needed
DP00312,0.4444444444444444,0.5555555555555556,Rahul O,No action needed
DP00313,0.5454545454545454,0.8181818181818182,Meena T,No action needed
DP00314,0.6363636363636364,0.8181818181818182,Manoj E,No action needed
DP00315,0.6666666666666666,0.5555555555555556,Kiran O,No action needed
DP00316,0.6,0.7,Rakesh U,No action needed
DP00317,0.3333333333333333,0.8333333333333334,Kiran T,No action needed
DP00318,0.5714285714285714,0.8571428571428571,Shreya W,No action needed
DP00319,0.6,0.8666666666666667,Ananya A,No action needed
DP00320,0.7272727272727273,0.9090909090909091,Pooja B,No action needed
DP00321,0.75,0.625,Vikas X,No action needed
DP00322,0.7777777777777778,0.7777777777777778,Arjun N,No action needed
DP00323,0.7692307692307693,0.6923076923076923,Ravi H,No action needed
DP00324,0.38461538461538464,0.9230769230769231,Amit Y,No action needed
DP00325,0.6153846153846154,0.7692307692307693,Amit J,No action needed
DP00326,1.0,0.6,Rakesh J,SLA renegotiation
DP00327,0.8571428571428571,0.8571428571428571,Shreya T,No action needed
DP00328,1.0,1.0,Santosh J,Suspend immediately
DP00329,0.6,0.6,Nikhil F,No action needed
DP00330,0.6153846153846154,0.9230769230769231,Shreya V,No action needed
DP00331,0.46153846153846156,0.8461538461538461,Ananya C,No action needed
DP00332,0.875,1.0,Manoj D,No action needed
DP00333,0.6153846153846154,0.7692307692307693,Divya N,No action needed
DP00334,0.625,0.625,Nikhil S,No action needed
DP00335,0.4444444444444444,0.7777777777777778,Pooja F,No action needed
DP00336,0.9411764705882353,0.5882352941176471,Divya N,No action needed
DP00337,0.4,1.0,Pooja O,No action needed
DP00338,0.25,0.5,Amit S,No action needed
DP00339,0.2,1.0,Nikhil Q,No action needed
DP00340,0.5,0.8333333333333334,Meena A,No action needed
DP00341,0.3333333333333333,0.6666666666666666,Neha O,No action needed
DP00342,0.4444444444444444,0.6666666666666666,Ananya K,No action needed
DP00343,0.625,0.75,Sneha A,No action needed
DP00344,0.6666666666666666,0.8333333333333334,Rakesh P,No action needed
DP00345,0.8,0.5,Nikhil L,No action needed
DP00346,0.35714285714285715,0.7142857142857143,Vikas B,No action needed
DP00347,0.7272727272727273,0.45454545454545453,Ananya E,No action needed
DP00348,0.375,0.875,Pooja S,No action needed
DP00349,0.6666666666666666,1.0,Rakesh F,No action needed
DP00350,0.38461538461538464,0.6923076923076923,Nikhil T,No action needed
DP00351,0.5833333333333334,0.9166666666666666,Sneha U,No action needed
DP00352,0.5714285714285714,0.8571428571428571,Santosh O,No action needed
DP00353,0.7777777777777778,0.6666666666666666,Shreya A,No action needed
DP00354,0.4,0.4,Deepak K,No action needed
DP00355,0.5,1.0,Vikas U,No action needed
DP00356,0.4,0.8,Pooja S,No action needed
DP00357,0.8333333333333334,1.0,Meena Y,No action needed
DP00358,0.7,0.8,Neha Q,No action needed
DP00359,0.375,0.75,Shreya P,No action needed
DP00360,0.6666666666666666,0.7333333333333333,Divya G,No action needed
DP00361,0.6666666666666666,1.0,Deepak K,No action needed
DP00362,0.5,0.75,Deepak F,No action needed
DP00363,0.4166666666666667,0.75,Kiran K,No action needed
DP00364,0.9090909090909091,0.5454545454545454,Priya C,No action needed
DP00365,0.625,0.25,Vikas E,No action needed
DP00366,0.875,0.625,Manoj R,No action needed
DP00367,0.8181818181818182,0.36363636363636365,Rahul U,No action needed
DP00368,0.7142857142857143,0.5,Ananya V,No action needed
DP00369,0.9090909090909091,0.36363636363636365,Divya F,No action needed
DP00370,0.7142857142857143,0.8571428571428571,Arjun T,No action needed
DP00371,0.7777777777777778,0.7777777777777778,Manoj C,No action needed
DP00372,0.2857142857142857,0.8571428571428571,Ravi Y,No action needed
DP00373,0.5833333333333334,0.75,Ananya C,No action needed
DP00374,0.75,0.75,Rahul B,No action needed
DP00375,1.0,0.75,Neha V,Urgent review and SLA renegotiation
DP00376,0.75,1.0,Divya B,No action needed
DP00377,0.5,0.75,Priya M,No action needed
DP00378,0.5555555555555556,0.6666666666666666,Sneha O,No action needed
DP00379,0.5,0.6666666666666666,Rakesh Z,No action needed
DP00380,0.38461538461538464,0.6153846153846154,Santosh Z,No action needed
DP00381,0.7,0.8,Divya O,No action needed
DP00382,0.75,0.625,Ravi Z,No action needed
DP00383,0.8,0.6,Rakesh Z,No action needed
DP00384,0.875,0.875,Vikas T,No action needed
DP00385,0.7777777777777778,0.8888888888888888,Arjun M,No action needed
DP00386,0.7,0.7,Rakesh E,No action needed
DP00387,0.5,0.75,Arjun G,No action needed
DP00388,0.3,0.8,Deepak I,No action needed
DP00389,0.5833333333333334,0.5,Rakesh I,No action needed
DP00390,0.4444444444444444,0.8888888888888888,Deepak Y,No action needed
DP00391,0.42857142857142855,1.0,Shreya U,No action needed
DP00392,0.7692307692307693,0.6923076923076923,Ananya J,No action needed
DP00393,0.6666666666666666,0.5,Amit G,No action needed
DP00394,0.8,0.5,Rahul V,No action needed
DP00395,0.6666666666666666,0.16666666666666666,Divya L,No action needed
DP00396,0.8461538461538461,0.6153846153846154,Santosh V,No action needed
DP00397,0.4,0.8,Divya J,No action needed
DP00398,0.8181818181818182,0.6363636363636364,Manoj R,No action needed
DP00399,0.46153846153846156,0.8461538461538461,Shreya F,No action needed
DP00400,0.16666666666666666,0.6666666666666666,Neha K,No action needed
DP00401,0.5714285714285714,0.8571428571428571,Manoj H,No action needed
DP00402,0.8571428571428571,0.7142857142857143,Ravi W,No action needed
DP00403,0.7857142857142857,0.7142857142857143,Ananya M,No action needed
DP00404,0.6666666666666666,0.9166666666666666,Meena D,No action needed
DP00405,0.625,0.5,Kiran Q,No action needed
DP00406,0.6666666666666666,0.6666666666666666,Pooja B,No action needed
DP00407,0.5714285714285714,0.8571428571428571,Pooja B,No action needed
DP00408,0.5384615384615384,0.6923076923076923,Meena V,No action needed
DP00409,0.7777777777777778,0.7777777777777778,Manoj F,No action needed
DP00410,0.75,0.875,Ananya F,No action needed
DP00411,0.7333333333333333,0.7333333333333333,Priya I,No action needed
DP00412,0.45454545454545453,1.0,Shreya Y,No action needed
DP00413,0.9,0.3,Vikas M,No action needed
DP00414,0.75,0.5,Amit R,No action needed
DP00415,0.7777777777777778,0.7777777777777778,Priya P,No action needed
DP00416,0.8181818181818182,0.7272727272727273,Priya X,No action needed
DP00417,0.7,0.8,Ananya D,No action needed
DP00418,0.6,0.7,Priya G,No action needed
DP00419,0.6666666666666666,0.6666666666666666,Nikhil L,No action needed
DP00420,0.8333333333333334,0.6666666666666666,Neha F,No action needed
DP00421,0.6363636363636364,0.8181818181818182,Deepak J,No action needed
DP00422,0.6,0.8,Ravi W,No action needed
DP00423,0.42857142857142855,1.0,Nikhil O,No action needed
DP00424,0.7777777777777778,0.5555555555555556,Nikhil H,No action needed
DP00425,0.7,0.8,Shreya P,No action needed
DP00426,0.625,0.625,Arjun W,No action needed
DP00427,0.7272727272727273,0.7272727272727273,Santosh Z,No action needed
DP00428,0.42857142857142855,0.42857142857142855,Suresh A,No action needed
DP00429,0.6428571428571429,0.8571428571428571,Priya R,No action needed
DP00430,0.6666666666666666,0.7777777777777778,Arjun P,No action needed
DP00431,0.75,0.625,Priya Y,No action needed
DP00432,0.4,0.6,Divya N,No action needed
DP00433,0.6666666666666666,0.6666666666666666,Sneha D,No action needed
DP00434,0.6428571428571429,0.5,Amit Q,No action needed
DP00435,0.42857142857142855,0.8571428571428571,Ravi O,No action needed
DP00436,0.625,1.0,Pooja N,No action needed
DP00437,0.8,0.9,Shreya T,No action needed
DP00438,0.75,0.6666666666666666,Priya R,No action needed
DP00439,0.7142857142857143,0.5714285714285714,Vikas U,No action needed
DP00440,0.42857142857142855,0.8571428571428571,Priya V,No action needed
DP00441,0.9,0.8,Ananya W,No action needed
DP00442,0.5714285714285714,0.8571428571428571,Suresh B,No action needed
DP00443,0.7142857142857143,0.8571428571428571,Amit P,No action needed
DP00444,0.6363636363636364,0.7272727272727273,Kiran U,No action needed
DP00445,0.5,0.75,Meena O,No action needed
DP00446,0.35714285714285715,0.7142857142857143,Manoj V,No action needed
DP00447,0.6666666666666666,0.6666666666666666,Ravi Y,No action needed
DP00448,0.5714285714285714,0.5714285714285714,Sneha K,No action needed
DP00449,0.7,0.6,Priya F,No action needed
DP00450,0.5454545454545454,0.7272727272727273,Neha K,No action needed
DP00451,0.36363636363636365,0.6363636363636364,Rahul F,No action needed
DP00452,0.7272727272727273,0.7272727272727273,Suresh T,No action needed
DP00453,0.5,0.625,Rahul J,No action needed
DP00454,0.45454545454545453,0.8181818181818182,Kiran D,No action needed
DP00455,0.75,1.0,Ananya R,No action needed
DP00456,0.7142857142857143,0.8571428571428571,Ananya F,No action needed
DP00457,0.5,0.75,Amit T,No action needed
DP00458,0.875,0.75,Deepak F,No action needed
DP00459,0.8,0.6,Arjun S,No action needed
DP00460,0.7777777777777778,0.6666666666666666,Rakesh D,No action needed
DP00461,0.7272727272727273,0.6363636363636364,Meena L,No action needed
DP00462,0.6666666666666666,0.7222222222222222,Arjun C,No action needed
DP00463,0.45454545454545453,0.9090909090909091,Vikas I,No action needed
DP00464,0.3,0.9,Shreya Y,No action needed
DP00465,0.75,0.625,Manoj H,No action needed
DP00466,0.7,0.6,Sneha L,No action needed
